QuickSort	100	618	365	30400
QuickSort	200	1822	918	76400
QuickSort	300	2755	1581	116600
QuickSort	400	3989	2337	39000
QuickSort	500	5049	2410	42900
QuickSort	600	6203	3514	76200
QuickSort	700	7083	4147	50200
QuickSort	800	8988	4492	38600
QuickSort	900	9751	5709	772000
QuickSort	1000	11395	6417	49500
QuickSort	1100	13093	6847	54400
QuickSort	1200	16975	8407	74600
QuickSort	1300	15900	7275	63700
QuickSort	1400	16328	9371	67600
QuickSort	1500	18008	8423	72800
QuickSort	1600	18378	9397	80400
QuickSort	1700	21227	12186	84700
QuickSort	1800	22583	10615	89400
QuickSort	1900	24997	14459	96700
QuickSort	2000	24651	12476	103100
QuickSort	2100	27069	13947	106900
QuickSort	2200	28923	13765	117900
QuickSort	2300	28834	15578	123400
QuickSort	2400	29647	14189	121500
QuickSort	2500	33875	17485	127400
QuickSort	2600	35819	18503	136400
QuickSort	2700	36791	19230	145600
QuickSort	2800	39031	20303	249000
QuickSort	2900	41798	19340	405700
QuickSort	3000	41428	22186	156800
QuickSort	3100	41242	21707	165300
QuickSort	3200	44359	21605	181800
QuickSort	3300	43780	22555	180600
QuickSort	3400	49011	26632	181700
QuickSort	3500	49350	25558	643200
QuickSort	3600	52332	26952	191800
QuickSort	3700	53600	29379	200000
QuickSort	3800	50750	23515	200800
QuickSort	3900	56876	29081	210500
QuickSort	4000	58601	32094	346900
QuickSort	4100	67242	34417	221100
QuickSort	4200	58496	29481	226700
QuickSort	4300	62326	32447	229700
QuickSort	4400	66031	34646	237900
QuickSort	4500	69293	37800	271600
QuickSort	4600	66642	35902	251000
QuickSort	4700	66658	37435	470900
QuickSort	4800	74441	34152	605300
QuickSort	4900	70496	34461	266300
QuickSort	5000	71214	38993	271800
QuickSort	5100	73977	39530	297200
QuickSort	5200	72619	37601	354000
QuickSort	5300	78013	38231	287600
QuickSort	5400	82103	47493	312000
QuickSort	5500	84526	40315	303800
QuickSort	5600	82391	42965	310400
QuickSort	5700	85717	45643	317400
QuickSort	5800	89943	46411	328300
QuickSort	5900	89191	46727	363600
QuickSort	6000	96084	51827	335400
QuickSort	6100	108182	60572	351100
QuickSort	6200	95355	49254	904100
QuickSort	6300	93737	50352	691000
QuickSort	6400	103266	53391	349200
QuickSort	6500	95156	47777	360800
QuickSort	6600	99291	52898	374400
QuickSort	6700	100106	48519	400900
QuickSort	6800	102490	58087	389300
QuickSort	6900	105242	50158	417400
QuickSort	7000	105366	50744	394100
QuickSort	7100	109224	54734	392900
QuickSort	7200	108915	58221	415500
QuickSort	7300	117579	57507	411700
QuickSort	7400	115229	58806	427800
QuickSort	7500	116608	54673	422300
QuickSort	7600	121425	62008	433400
QuickSort	7700	115169	59949	435500
QuickSort	7800	132511	75897	464300
QuickSort	7900	122157	65330	465800
QuickSort	8000	130278	77819	452600
QuickSort	8100	123973	65729	469600
QuickSort	8200	127397	70603	469000
QuickSort	8300	125738	69851	478900
QuickSort	8400	143728	73772	486300
QuickSort	8500	137659	71742	530400
QuickSort	8600	134766	71422	507800
QuickSort	8700	129851	68644	505500
QuickSort	8800	132523	64538	497500
QuickSort	8900	141842	76319	789100
QuickSort	9000	137640	67993	519500
QuickSort	9100	138816	70524	662200
QuickSort	9200	146629	80894	533300
QuickSort	9300	152134	80802	532800
QuickSort	9400	163181	80773	652700
QuickSort	9500	144989	73229	546100
QuickSort	9600	147838	82197	558300
QuickSort	9700	166178	80570	560200
QuickSort	9800	154923	76965	562800
QuickSort	9900	162186	85164	576400
QuickSort	10000	152890	80822	596800
