SelectionSort	100	5050	99	109400
SelectionSort	200	20100	199	435800
SelectionSort	300	45150	299	1365700
SelectionSort	400	80200	399	294700
SelectionSort	500	125250	499	380300
SelectionSort	600	180300	599	526900
SelectionSort	700	245350	699	229200
SelectionSort	800	320400	799	299600
SelectionSort	900	405450	899	368500
SelectionSort	1000	500500	999	451500
SelectionSort	1100	605550	1099	577400
SelectionSort	1200	720600	1199	656100
SelectionSort	1300	845650	1299	780000
SelectionSort	1400	980700	1399	903700
SelectionSort	1500	1125750	1499	999500
SelectionSort	1600	1280800	1599	1167500
SelectionSort	1700	1445850	1699	1335700
SelectionSort	1800	1620900	1799	1427700
SelectionSort	1900	1805950	1899	1744400
SelectionSort	2000	2001000	1999	1749800
SelectionSort	2100	2206050	2099	1901400
SelectionSort	2200	2421100	2199	2111600
SelectionSort	2300	2646150	2299	2288200
SelectionSort	2400	2881200	2399	2542400
SelectionSort	2500	3126250	2499	3722800
SelectionSort	2600	3381300	2599	3186500
SelectionSort	2700	3646350	2699	3109600
SelectionSort	2800	3921400	2799	3602600
SelectionSort	2900	4206450	2899	3656300
SelectionSort	3000	4501500	2999	6656100
SelectionSort	3100	4806550	3099	4606200
SelectionSort	3200	5121600	3199	9281900
SelectionSort	3300	5446650	3299	4706600
SelectionSort	3400	5781700	3399	4977300
SelectionSort	3500	6126750	3499	5447000
SelectionSort	3600	6481800	3599	8110000
SelectionSort	3700	6846850	3699	22804100
SelectionSort	3800	7221900	3799	6209500
SelectionSort	3900	7606950	3899	7421600
SelectionSort	4000	8002000	3999	6900400
SelectionSort	4100	8407050	4099	7514700
SelectionSort	4200	8822100	4199	7570200
SelectionSort	4300	9247150	4299	8313700
SelectionSort	4400	9682200	4399	8382700
SelectionSort	4500	10127250	4499	8941900
SelectionSort	4600	10582300	4599	8928600
SelectionSort	4700	11047350	4699	10202300
SelectionSort	4800	11522400	4799	10741900
SelectionSort	4900	12007450	4899	12559700
SelectionSort	5000	12502500	4999	13928100
SelectionSort	5100	13007550	5099	13797200
SelectionSort	5200	13522600	5199	12832300
SelectionSort	5300	14047650	5299	12490200
SelectionSort	5400	14582700	5399	22755700
SelectionSort	5500	15127750	5499	17497000
SelectionSort	5600	15682800	5599	37089900
SelectionSort	5700	16247850	5699	24360000
SelectionSort	5800	16822900	5799	18956900
SelectionSort	5900	17407950	5899	24383800
SelectionSort	6000	18003000	5999	28371300
SelectionSort	6100	18608050	6099	27531500
SelectionSort	6200	19223100	6199	48728500
SelectionSort	6300	19848150	6299	131110800
SelectionSort	6400	20483200	6399	21729600
SelectionSort	6500	21128250	6499	21234800
SelectionSort	6600	21783300	6599	18629800
SelectionSort	6700	22448350	6699	20755600
SelectionSort	6800	23123400	6799	24362000
SelectionSort	6900	23808450	6899	21820000
SelectionSort	7000	24503500	6999	23726500
SelectionSort	7100	25208550	7099	21114300
SelectionSort	7200	25923600	7199	21968700
SelectionSort	7300	26648650	7299	23244700
SelectionSort	7400	27383700	7399	24065000
SelectionSort	7500	28128750	7499	24205900
SelectionSort	7600	28883800	7599	26265100
SelectionSort	7700	29648850	7699	26080600
SelectionSort	7800	30423900	7799	26280700
SelectionSort	7900	31208950	7899	26980400
SelectionSort	8000	32004000	7999	28103600
SelectionSort	8100	32809050	8099	27981200
SelectionSort	8200	33624100	8199	28541100
SelectionSort	8300	34449150	8299	29639200
SelectionSort	8400	35284200	8399	29948000
SelectionSort	8500	36129250	8499	30333500
SelectionSort	8600	36984300	8599	31817900
SelectionSort	8700	37849350	8699	32006600
SelectionSort	8800	38724400	8799	32294900
SelectionSort	8900	39609450	8899	33843800
SelectionSort	9000	40504500	8999	34865300
SelectionSort	9100	41409550	9099	34953000
SelectionSort	9200	42324600	9199	36733600
SelectionSort	9300	43249650	9299	37460900
SelectionSort	9400	44184700	9399	37351200
SelectionSort	9500	45129750	9499	38772400
SelectionSort	9600	46084800	9599	38889100
SelectionSort	9700	47049850	9699	39143000
SelectionSort	9800	48024900	9799	40835300
SelectionSort	9900	49009950	9899	41451900
SelectionSort	10000	50005000	9999	41963500
SelectionSort	100	5050	99	7700
SelectionSort	200	20100	199	23500
SelectionSort	300	45150	299	65400
SelectionSort	400	80200	399	98100
SelectionSort	500	125250	499	148900
SelectionSort	600	180300	599	173500
SelectionSort	700	245350	699	230000
SelectionSort	800	320400	799	308700
SelectionSort	900	405450	899	358500
SelectionSort	1000	500500	999	565600
SelectionSort	1100	605550	1099	541000
SelectionSort	1200	720600	1199	656200
SelectionSort	1300	845650	1299	841000
SelectionSort	1400	980700	1399	1053000
SelectionSort	1500	1125750	1499	990000
SelectionSort	1600	1280800	1599	1201500
SelectionSort	1700	1445850	1699	1311700
SelectionSort	1800	1620900	1799	1492800
SelectionSort	1900	1805950	1899	1588500
SelectionSort	2000	2001000	1999	1946000
SelectionSort	2100	2206050	2099	2135100
SelectionSort	2200	2421100	2199	2131100
SelectionSort	2300	2646150	2299	2317100
SelectionSort	2400	2881200	2399	2678200
SelectionSort	2500	3126250	2499	2687200
SelectionSort	2600	3381300	2599	2945700
SelectionSort	2700	3646350	2699	3161200
SelectionSort	2800	3921400	2799	3501700
SelectionSort	2900	4206450	2899	3570900
SelectionSort	3000	4501500	2999	3849800
SelectionSort	3100	4806550	3099	4755800
SelectionSort	3200	5121600	3199	4372300
SelectionSort	3300	5446650	3299	4752200
SelectionSort	3400	5781700	3399	5016500
SelectionSort	3500	6126750	3499	5377400
SelectionSort	3600	6481800	3599	5693900
SelectionSort	3700	6846850	3699	6386300
