MQuickSort	100	621	271	195000
MQuickSort	200	1373	596	110200
MQuickSort	300	2145	948	137100
MQuickSort	400	3265	1282	46700
MQuickSort	500	3730	1708	54000
MQuickSort	600	5171	2102	60300
MQuickSort	700	6211	2396	88800
MQuickSort	800	6693	2818	65600
MQuickSort	900	7659	3179	62600
MQuickSort	1000	9363	3517	77100
MQuickSort	1100	8828	4018	75200
MQuickSort	1200	11003	4359	103500
MQuickSort	1300	10864	4822	101900
MQuickSort	1400	12156	5230	102300
MQuickSort	1500	13962	5565	98400
MQuickSort	1600	15048	5992	110000
MQuickSort	1700	15895	6439	113400
MQuickSort	1800	16095	6872	123000
MQuickSort	1900	17603	7217	133400
MQuickSort	2000	18800	7663	134100
MQuickSort	2100	20159	8039	145400
MQuickSort	2200	20315	8476	147800
MQuickSort	2300	21694	8910	158800
MQuickSort	2400	23176	9236	164700
MQuickSort	2500	24246	9768	173600
MQuickSort	2600	23864	10228	182900
MQuickSort	2700	25141	10621	188900
MQuickSort	2800	26668	11064	198100
MQuickSort	2900	27842	11342	202200
MQuickSort	3000	28776	11918	216900
MQuickSort	3100	30068	12336	217200
MQuickSort	3200	31314	12784	226600
MQuickSort	3300	36087	13054	231000
MQuickSort	3400	32858	13704	258800
MQuickSort	3500	36072	13912	248200
MQuickSort	3600	37360	14350	252400
MQuickSort	3700	35720	14904	493500
MQuickSort	3800	37908	15366	275100
MQuickSort	3900	38677	15792	498900
MQuickSort	4000	40082	16253	289700
MQuickSort	4100	39380	16735	301300
MQuickSort	4200	44223	17023	371900
MQuickSort	4300	43921	17513	336800
MQuickSort	4400	45480	18098	327000
MQuickSort	4500	44391	18470	333900
MQuickSort	4600	46098	18811	354900
MQuickSort	4700	48669	19226	338300
MQuickSort	4800	48578	19699	351700
MQuickSort	4900	51498	19976	551800
MQuickSort	5000	50562	20707	377700
MQuickSort	5100	50495	21270	378500
MQuickSort	5200	52642	21565	383600
MQuickSort	5300	56333	21818	407800
MQuickSort	5400	60712	22190	400200
MQuickSort	5500	58808	22813	449900
MQuickSort	5600	57710	23394	412900
MQuickSort	5700	57095	23960	429200
MQuickSort	5800	60951	24126	429900
MQuickSort	5900	58674	24959	441200
MQuickSort	6000	66555	25056	439100
MQuickSort	6100	67680	25381	453900
MQuickSort	6200	64783	26033	464500
MQuickSort	6300	65076	26586	474800
MQuickSort	6400	65879	27195	1651700
MQuickSort	6500	69717	27417	488100
MQuickSort	6600	69329	27898	516000
MQuickSort	6700	75982	28256	560700
MQuickSort	6800	76056	28727	555000
MQuickSort	6900	70468	29410	537300
MQuickSort	7000	74898	29780	536600
MQuickSort	7100	79475	30003	2070300
MQuickSort	7200	73975	30729	549500
MQuickSort	7300	82126	31029	548400
MQuickSort	7400	78261	31546	556700
MQuickSort	7500	79305	31967	595900
MQuickSort	7600	79075	32652	584800
MQuickSort	7700	86209	32812	616300
MQuickSort	7800	82715	33466	609500
MQuickSort	7900	85262	33748	605100
MQuickSort	8000	85100	34371	647700
MQuickSort	8100	87085	34840	617500
MQuickSort	8200	90201	35272	629300
MQuickSort	8300	90975	35838	652400
MQuickSort	8400	89713	36386	667300
MQuickSort	8500	91463	36939	655000
MQuickSort	8600	96931	36987	904300
MQuickSort	8700	90562	37858	672000
MQuickSort	8800	96092	38011	668300
MQuickSort	8900	93328	38749	694900
MQuickSort	9000	93761	39352	701300
MQuickSort	9100	97375	39726	708200
MQuickSort	9200	97635	40113	724700
MQuickSort	9300	104202	40171	712300
MQuickSort	9400	106627	40687	728400
MQuickSort	9500	100446	41556	748700
MQuickSort	9600	108897	41398	784500
MQuickSort	9700	111213	42200	792800
MQuickSort	9800	106202	42681	906300
MQuickSort	9900	105961	43336	790500
MQuickSort	10000	111274	43731	805700
MQuickSort	100	655	288	9000
MQuickSort	200	1494	602	12500
MQuickSort	300	2062	971	19400
MQuickSort	400	2997	1296	24900
MQuickSort	500	3801	1654	31400
MQuickSort	600	4648	2044	37800
MQuickSort	700	5845	2387	43300
MQuickSort	800	7297	2728	51500
MQuickSort	900	7779	3201	57900
MQuickSort	1000	9586	3556	69000
MQuickSort	1100	9105	3966	71900
MQuickSort	1200	11845	4309	77100
MQuickSort	1300	11693	4767	84900
MQuickSort	1400	12078	5248	93500
MQuickSort	1500	13109	5607	98900
MQuickSort	1600	15361	5950	104000
MQuickSort	1700	16553	6333	111900
MQuickSort	1800	15978	6896	135300
MQuickSort	1900	17912	7179	274900
MQuickSort	2000	18328	7699	136300
MQuickSort	2100	20143	8023	150900
MQuickSort	2200	22042	8383	160900
MQuickSort	2300	21622	8879	158500
MQuickSort	2400	22687	9334	170400
MQuickSort	2500	24863	9699	712300
MQuickSort	2600	24543	10197	212500
MQuickSort	2700	25593	10629	195300
MQuickSort	2800	30363	10956	200700
MQuickSort	2900	27587	11428	202600
MQuickSort	3000	31680	11706	227500
MQuickSort	3100	31932	12228	574000
MQuickSort	3200	32098	12650	225700
MQuickSort	3300	32401	13223	239300
MQuickSort	3400	33877	13505	249200
MQuickSort	3500	37675	13908	353400
MQuickSort	3600	35222	14481	262100
MQuickSort	3700	36734	14983	268000
MQuickSort	3800	40497	15243	286100
MQuickSort	3900	41276	15709	284000
MQuickSort	4000	40512	16295	368500
MQuickSort	4100	39042	16731	308200
MQuickSort	4200	47793	16794	333600
MQuickSort	4300	42888	17606	389000
MQuickSort	4400	45021	18069	350100
MQuickSort	4500	44870	18437	336000
MQuickSort	4600	47146	18827	368200
MQuickSort	4700	48046	19261	383100
MQuickSort	4800	51419	19721	615100
MQuickSort	4900	51530	20206	394200
MQuickSort	5000	53346	20435	365100
MQuickSort	5100	52761	21064	386800
MQuickSort	5200	52259	21753	390500
MQuickSort	5300	55641	21965	394000
MQuickSort	5400	54865	22475	639300
MQuickSort	5500	53725	23122	418800
MQuickSort	5600	59487	23218	1509600
MQuickSort	5700	59367	23849	425300
MQuickSort	5800	63140	24127	434100
MQuickSort	5900	69054	24415	444400
MQuickSort	6000	61877	25292	464000
MQuickSort	6100	66371	25341	456100
MQuickSort	6200	63741	26037	496500
MQuickSort	6300	67225	26479	1613200
MQuickSort	6400	68850	26977	2053200
MQuickSort	6500	69839	27496	1135100
MQuickSort	6600	70547	27968	1897600
MQuickSort	6700	72900	28388	655000
MQuickSort	6800	70366	28958	540100
MQuickSort	6900	70771	29487	529200
MQuickSort	7000	83858	29058	537400
MQuickSort	7100	75612	30144	551200
MQuickSort	7200	75674	30636	580600
MQuickSort	7300	76044	31181	612900
MQuickSort	7400	78982	31549	610000
MQuickSort	7500	77077	32178	601900
MQuickSort	7600	81888	32484	584500
MQuickSort	7700	85700	32780	969500
MQuickSort	7800	84510	33406	1219000
MQuickSort	7900	82665	33826	609800
MQuickSort	8000	87029	34172	641800
MQuickSort	8100	87031	34808	622100
MQuickSort	8200	88661	35410	630400
MQuickSort	8300	89627	35723	642300
MQuickSort	8400	90508	36067	675700
MQuickSort	8500	91888	36592	656300
MQuickSort	8600	91280	37235	740500
MQuickSort	8700	91978	37630	674800
MQuickSort	8800	93526	38241	684100
MQuickSort	8900	94644	38625	693600
MQuickSort	9000	103692	38606	685800
MQuickSort	9100	97915	39703	730800
MQuickSort	9200	99109	39914	719200
MQuickSort	9300	103184	40208	1009300
MQuickSort	9400	105965	40704	739300
MQuickSort	9500	101929	41509	829500
MQuickSort	9600	104414	41777	755800
MQuickSort	9700	104757	42366	756700
MQuickSort	9800	106232	42829	765500
MQuickSort	9900	105567	43294	781700
MQuickSort	10000	111277	43488	779100
MQuickSort	100	635	265	6300
MQuickSort	200	1350	612	12200
MQuickSort	300	2149	943	18300
MQuickSort	400	2873	1335	60600
MQuickSort	500	3966	1650	30300
MQuickSort	600	4517	2064	38300
MQuickSort	700	5487	2462	45500
MQuickSort	800	6458	2829	91400
MQuickSort	900	7561	3207	58400
MQuickSort	1000	8329	3558	64800
MQuickSort	1100	9867	3908	97400
MQuickSort	1200	10213	4402	80100
MQuickSort	1300	11116	4820	112400
MQuickSort	1400	12674	5176	95200
MQuickSort	1500	13026	5618	103000
MQuickSort	1600	15673	5859	107900
